NO,XX,腔調,客語
31374,,海陸,若係有效个藥仔，貼落去一刻時就知。
36284,,海陸,若係曉得「你讓一尺，𠊎退一步」，該朋友間就會仰般？合較久。
39078,,海陸,若係歸群个鮊哥仔摎鯽仔，看看斯好，你生八隻手乜攔毋著一條！愛用釣，無斯……。
30059,,海陸,若屋下四隻門開開，毋驚賊仔來偷係無？
30057,,海陸,若屋下全部門開開，敢毋驚賊仔來偷？
7522,,海陸,若倈仔安到麼个名？
6568,,海陸,若倈仔透日透夜讀書，考著公務人員乜值啦！
31805,,海陸,若這病一定愛去分先生看，毋好恁懈怠，拖久會變惡症。
36301,,海陸,若這病定著愛去分先生看，毋好恁/忒懈怠，拖久會變惡症。
6846,,海陸,若間房幾大？
7479,,海陸,若餔娘係哪位人？
36986,,海陸,若餔娘當靚！
7046,,海陸,苦瓜毋使削皮。
7320,,海陸,苦瓜食起來當苦。
6886,,海陸,衫恁短，肚臍走出來。
5984,,海陸,衫晾好，用撐堵仔撐上去兜，較遽燥。
7462,,海陸,衫無晒燥，摸起來還溼溼。
7033,,海陸,衫著忒多，脫忒一領。
5913,,海陸,衫褲分油漆膏著，怕洗毋淨咧。
5802,,海陸,衫褲毋好束到恁緪，敨開來較爽快。
7177,,海陸,衫褲包揫揫，有恁冷係無？
7095,,海陸,衫褲吹風盡遽燥。
5705,,海陸,衫褲拿去攪。
6958,,海陸,衫褲浸等，韶朝晨正洗。
7435,,海陸,衫褲著較多正燒暖。
5978,,海陸,衫褲買忒大領，阿姆會摎𠊎整衫褲，著起來較合身。
5906,,海陸,衫褲愛打平放，正較好摺。
5793,,海陸,衫褲愛挲平來摺，正毋會皺膣郎當。
4686,,海陸,衫褲膏到白白。
7242,,海陸,衫褲爛空，脫下來補補啊！
36119,,海陸,衫櫥仔/簞笥愛做來微猛，塵灰正毋會走落去。
31492,,海陸,衫櫥愛做來微猛，蜞蚻仔、塵灰正毋會走落去。
30137,,海陸,要緊个話正講，閒話講多是非多。
5291,,海陸,計畫明年出國尞。
7319,,海陸,赴毋著車枋，等下二枋車好咧！
4800,,海陸,軍人重視服從。
28334,,海陸,郎愛分梨妹就切，切來切去切傷心。
28426,,海陸,郎愛分梨妹就切，切來切去切傷心。
28522,,海陸,郎愛分梨妹就切，切來切去切傷心。
28614,,海陸,郎愛分梨妹就切，切來切去切傷心。
28707,,海陸,郎愛分梨妹就切，切來切去切傷心。
7697,,海陸,重新做加一遍。
31421,,海陸,降倈仔愛包紅包分媒人，中狀元愛包紅包分先生。
31528,,海陸,降倈仔愛包紅包分媒人，中狀元愛包紅包分先生。
31638,,海陸,降倈仔愛包紅包分媒人，中狀元愛包紅包分先生。
31744,,海陸,降倈仔愛包紅包分媒人，中狀元愛包紅包分先生。
31850,,海陸,降倈仔愛包紅包分媒人，中狀元愛包紅包分先生。
31957,,海陸,降倈仔愛包紅包分媒人，中狀元愛包紅包分先生。
5106,,海陸,限勢佢就當無閒，你還緊尋佢做麼个？
6318,,海陸,限勢灶下就恁細，你兩姊妹還落來鬥鬧熱做麼个。
28344,,海陸,限勢時間恁逼，無吩咐無恁慘，佢續座令派打潑賴。
28436,,海陸,限勢時間恁逼，無吩咐無恁慘，佢續座令派打潑賴。
28532,,海陸,限勢時間恁逼，無吩咐無恁慘，佢續座令派打潑賴。
28624,,海陸,限勢時間恁逼，無吩咐無恁慘，佢續座令派打潑賴。
28717,,海陸,限勢時間恁逼，無吩咐無恁慘，佢續座令派打潑賴。
29892,,海陸,限勢無米，糜還煮到醹汔汔仔。
29981,,海陸,限勢無米，糜還煮到醹汔汔仔。
30070,,海陸,限勢無米，糜還煮到醹汔汔仔。
30159,,海陸,限勢無米，糜還煮到醹汔汔仔。
31765,,海陸,面子較大个人，天庭較高，當會講笑。
37356,,海陸,面前右轉就到市政府咧！
6147,,海陸,風合水，就算擎遮仔還係歸身涿到潦潦。
4382,,海陸,風忒大，蠟燭火烏忒去咧。
31439,,海陸,風搓一過，青菜跈等起大價，愛仰結煞？
31443,,海陸,風搓一過，青菜愛遽遽割起來，係無，會有風煞。
31442,,海陸,風搓一過，青菜愛遽遽搶收起來，係無，會綿忒。
31440,,海陸,風搓一過，青菜價錢跈等飆起來，愛仰仔正好。
31441,,海陸,風搓一過，青菜價錢跈等飆起來，賺較多錢。
39051,,海陸,風搓正過，河壩水吂退。三哥擎等钁頭拿等鐵笐仔，偷偷匿匿去屋後背个弓蕉園。
5133,,海陸,風搓來，所有班機停忒。
5240,,海陸,風搓會來了，阿公鋸忒幾下桍樹桍。
31722,,海陸,風搓過後，水落忒久做大水，滿河壩都係泥漿水。
31724,,海陸,風搓過後，無風無水，歸河壩都分泥漿水堵等。
7187,,海陸,風搓過後，菜緊來緊貴。
5816,,海陸,風搓過後，盡多樹仔橫下來。
5314,,海陸,風搓摎看板吹到街尾。
31726,,海陸,風搓盡大，差一息仔落水，歸條河壩都係泥漿水。
4351,,海陸,食个東西收好來，毋好烏蠅拑烏蠅啄。
7010,,海陸,食牛眼，核愛呸忒。
6233,,海陸,食吂得个柑仔就摘來食，豺牯正得。
36237,,海陸,食吂得个柑仔就摘來食，豺牯正得。
4276,,海陸,食米篩目摎糖水，已合嘴。
5956,,海陸,食伸个菜先泌菜湯，正倒落汁桶裡肚。
5504,,海陸,食忒多啦！強強會撐死。
5704,,海陸,食忒遽，分卵黃哽著敨氣毋出，差一息仔就哽死。
7767,,海陸,食到肚屎飽飽。
6614,,海陸,食到恁大人咧，動啊著就噭，祭衰人。
5749,,海陸,食到恁大人還拉尿，講出來會㖸死人。
6443,,海陸,食到會尋尾。
5776,,海陸,食到還會尋味。
6118,,海陸,食東西恁幼秀，毋知做粗事敢有法度？
7253,,海陸,食物愛好好保存，係無會生菇發蟲。
6634,,海陸,食空空，好年冬。
5842,,海陸,食竻波仔，愛摎蒂頭摘忒。
31593,,海陸,食咧東西一定愛記得湯嘴，牙齒正毋會蛀忒。
34656,,海陸,食恁多仔定定，毋會楔牙縫。
6802,,海陸,食恁遽做麼个？毋識食過係無？
7208,,海陸,食酒食到當醉。
7511,,海陸,食酒莫駛車，會害死人。
7837,,海陸,食酒莫駛車，駛車莫食酒！
37367,,海陸,食酒莫駛車、駛車莫食酒。
4765,,海陸,食酒醉，企都企毋正。
28291,,海陸,食酒醉个人，目珠起赤砂，行路打腳偏，毋過嘴項還緊講佢無醉。
28383,,海陸,食酒醉个人，目珠起赤砂，行路打腳偏，毋過嘴項還緊講佢無醉。
28479,,海陸,食酒醉个人，目珠起赤砂，行路打腳偏，毋過嘴項還緊講佢無醉。
28571,,海陸,食酒醉个人，目珠起赤砂，行路打腳偏，毋過嘴項還緊講佢無醉。
28664,,海陸,食酒醉个人，目珠起赤砂，行路打腳偏，毋過嘴項還緊講佢無醉。
6525,,海陸,食晝過後吂有一刻時，還飽脹飽脹，麼个就毋想食。
6721,,海陸,食梅仔做得幫助消化。
4826,,海陸,食這敢有幫助？
6755,,海陸,食魚仔愛細義，無會分骨頭哽著。
25494,,海陸,食魚湯，滴兩點仔酸醋落去較合味。
4244,,海陸,食菸對身體毋好，好戒忒佢！
34655,,海陸,食著一息仔，就楔著牙縫，還無搭碓。
5575,,海陸,食著恁多仔定定，無搭碓，毋罅楔牙縫。
34653,,海陸,食著恁多仔定定，無搭碓，毋罅楔牙縫。
36113,,海陸,食著恁多仔定定，無搭碓/無過願，毋罅楔牙縫。
6749,,海陸,食著無淨俐个，肚屎痛緊走便所。
6717,,海陸,食著無萋个菜，歸日仔屙落粑。
31876,,海陸,食飯打赤膊，做事尋衫著。
36919,,海陸,食飯前愛先洗手。
36920,,海陸,食飯後愛湯嘴。
4798,,海陸,食飯皇帝大。
4255,,海陸,食飯嘴合起來。
4213,,海陸,食飯還愛監人飼，還見笑。
30064,,海陸,食新娘茶時。
25407,,海陸,食較該，做較難。
28410,,海陸,食較像、著較像，又乜發扯扯。
36953,,海陸,食飽吂？
6426,,海陸,食飽忒閒係無？緊去惹人做麼个？
7263,,海陸,食飽來去廳下泡茶食。
34221,,海陸,食飽夜，阿哥會摎阿姆𢯭手洗碗箸／洗揫。
36886,,海陸,食飽夜共下來去逛街好無？
6758,,海陸,食飽夜來去散步好無？
7018,,海陸,食飽夜就去散步。
6941,,海陸,食飽咧！喊阿哥下來洗碗。
4464,,海陸,食飽愛收揫。
6990,,海陸,食飽愛抺灶頭。
6759,,海陸,食餐飯像拚命樣。
7206,,海陸,食齋个人用火油炒菜。
29903,,海陸,食臘肉，食到面皮皮，毋知見笑。
29992,,海陸,食臘肉，食到面皮皮，毋知見笑。
30081,,海陸,食臘肉，食到面皮皮，毋知見笑。
30170,,海陸,食臘肉，食到面皮皮，毋知見笑。
32738,,海陸,香茅生到大約兩、三尺長，就做得割起來焗油。焗香茅个事已粗馦，略下人奈毋何，愛㧡到香茅寮下，請人代工。香茅油个香味已重，做得做香精。大約四、五十年代該下，香茅油在國際項當時行，價數當好。尤其臺灣出產个香茅油，品質精純，受著國際人士个歡迎。該時節，在桃竹苗地區，看得著个山排，大部分分人開發來種香茅。有兜較嶇个所在，乜分人想辦法楔兜香茅落去。該當時，農家人多一種副業，對家庭經濟有盡大个幫助。
32737,,海陸,香茅係盡賤个草類，生著像菅草樣，葉仔利利會割人，有水有日頭个所在就會生，還毋驚蔭著，塞排肚項乜係生到大嫲蒲，有時樹園肚就還看得著生到青離離个香茅。香茅盡毋驚旱，利用春夏之交，雨水較足个時節，將香茅種種落去，毋使去看佢，過成半個月仔，就會生到當靚。
7798,,海陸,香港新起个飛機場當大。
5263,,海陸,倉庫放當多東西。
6843,,海陸,個人个想法摎大家無共樣。
5235,,海陸,倒一滴仔油落去。
6599,,海陸,借還借，還係愛打契約。
7256,,海陸,值日生愛負責掃地泥。
7781,,海陸,原本講好个，又詐癲，會閼死！
7782,,海陸,原來玻璃係你打爛忒个。
28335,,海陸,哥愛食梨，阿妹切梨，續摎心肝切壞。
28427,,海陸,哥愛食梨，阿妹切梨，續摎心肝切壞。
28523,,海陸,哥愛食梨，阿妹切梨，續摎心肝切壞。
28615,,海陸,哥愛食梨，阿妹切梨，續摎心肝切壞。
28708,,海陸,哥愛食梨，阿妹切梨，續摎心肝切壞。
7057,,海陸,哪久愛轉來？
7673,,海陸,哪仔就聽得著佢个聲。
36980,,海陸,哪有！無影啦！
7698,,海陸,哪時節愛考試？
6856,,海陸,哪兜係愛燒忒个？
6297,,海陸,哪條發脹狗，專門在𠊎門前屙屎。
5339,,海陸,哪量時正拿得著菸牌？
7750,,海陸,哪量時愛嫁？斯愛通知一下哦！
6855,,海陸,哪儕？
4011,,海陸,哺菸哺到歸間係煙。
28641,50.0,海陸,唐朝時節，河南地區發人瘟，死忒當多人。呂洞賓不忍心，下凡來到人間，普渡眾生。看著一個老阿伯唱等山歌：「打隻鼓仔咚咚咚，行到西來行到東；身邊帶有臭靈丹，一年四季無病痛。」一下嘴渴，就食河壩水，呂洞賓看著，黏皮阻擋佢，講：「所有河水、江水，都有毒，做毋得食。」毋過，佢還係毋聽，毋管仰般勸，該儕總係無愛聽。呂洞賓愁佢肚屎痛，就隨等佢緊看。過一段時間了後，看著佢在衫袋肚拿出一樣東西來，塞到嘴肚，跈等鼻著一陣衝人个味道，原來係蒜頭！呂洞賓著下驚，就講：「人間自有臭靈丹，何必神仙來下凡？」這個消息，一傳十，十傳百，大家都去食蒜頭，𥍉目之間，瘟疫果然無影無蹤，呂洞賓笑咪咪，駕起祥雲，回轉天庭。
31698,,海陸,孫仔會講客，兩子阿公就盡有好講。
36173,,海陸,孫仔曉得講客，兩子阿公/婆就盡有好講。
31662,,海陸,害別人，會肥泏泏；天害人，會瘦夾夾。
31981,,海陸,害別人，會肥泏泏；天害人，會瘦夾夾。
31464,,海陸,家官有幾多個心臼？四個。
31571,,海陸,家官有幾多個心臼？四個。
31681,,海陸,家官有幾多個心臼？四個。
31787,,海陸,家官有幾多個心臼？四個。
31893,,海陸,家官有幾多個心臼？四個。
32000,,海陸,家官有幾多個心臼？四個。
6632,,海陸,家祭時，親族會送糕盆來祭拜。
5444,,海陸,差一分及格。
5081,,海陸,差毋多兩點鐘左右。
4270,,海陸,差毋多咧，摎菜撩起來。
4529,,海陸,差毋多會食忒咧。
5468,,海陸,恁久个字簿仔還留等。
37405,,海陸,恁久仰般？
36954,,海陸,恁久好無？
26964,,海陸,恁久阿明為著厥吊尾槌个賭徼債，舂上舂下，落忒一身肉。
7547,,海陸,恁久無你个消息，囥去哪？
6774,,海陸,恁久無來，你還記得路無？
4964,,海陸,恁久無看著！
36951,,海陸,恁久無看著！
6285,,海陸,恁久無看著，你高加已多哦！
6459,,海陸,恁久無看著你，𠊎兜大家人都盡想你呢！
7414,,海陸,恁久無看著佢，有較肥咧！。
4109,,海陸,恁久還無消息，驚怕會出大事。
31653,,海陸,恁大人正曉得繫鞋帶仔，閼死人。
31972,,海陸,恁大人正曉得繫鞋帶仔，閼死人。
31652,,海陸,恁大人咧還毋會繫鞋帶仔，拜衰人。
31971,,海陸,恁大人咧還毋會繫鞋帶仔，拜衰人。
31655,,海陸,恁大人咧還毋會繫鞋帶仔，笑死人。
31974,,海陸,恁大人咧還毋會繫鞋帶仔，笑死人。
36204,,海陸,恁大人咧還毋會繫褲帶仔，笑死人。
31651,,海陸,恁大人咧還毋曉得繫鞋帶仔，祭衰人。
31970,,海陸,恁大人咧還毋曉得繫鞋帶仔，祭衰人。
36203,,海陸,恁大人咧還毋曉得繫褲帶仔，祭衰人。
31654,,海陸,恁大人咧還毋識繫鞋帶仔，搣衰人。
31973,,海陸,恁大人咧還毋識繫鞋帶仔，搣衰人。
5462,,海陸,恁大咧！還在該搞玩具熊。
5738,,海陸,恁大張个紙，對中𠠝開來，愛細義。
4589,,海陸,恁工夫做麼个？
6288,,海陸,恁毋像人！歸日仔在屋下搵等，全毋出去尋頭路。
7153,,海陸,恁仰講也係著啦！
4834,,海陸,恁多人湊共下，應該做得開一桌。
7022,,海陸,恁多仔定定，你恁多儕分等來食。
4615,,海陸,恁多年个友誼，實在難得。
6916,,海陸,恁多烏蠅，遽摎桌頂个蓮霧弇等。
5020,,海陸,恁多隻裡背，其中有三隻係嫲个。
5650,,海陸,恁多微毛末節做毋去，做大項下就好。
6409,,海陸,恁多歲咧，做毋得再過像頭擺恁樣無打算，爺哀斯會愁哦。
6176,,海陸,恁好、恁惜老公个餔娘，無哪尋，你斯毋好過嫌咧！
4447,,海陸,恁好天！被骨擎出來晒晒啊！
7017,,海陸,恁好天，出來晒日頭。
7736,,海陸,恁早！
36952,,海陸,恁早！
34356,,海陸,恁老正得著倈仔，歸日仔望佢來打幫。
34353,,海陸,恁老咧正得著个倈仔，歸日遊遊冶冶，一滴就無好打幫。
34354,,海陸,恁老還吂降倈仔，歸日仔閒亍亍。
37341,,海陸,恁吵，你仰佇得著？
36916,,海陸,恁夜咧！好去睡目咧！
7260,,海陸,恁夜咧，你仰還毋睡目？
6054,,海陸,恁夜咧，莫在該𫟧上𫟧下，好睡目咧！
31382,,海陸,恁長个甘蔗，剁做四截，一儕分一截，還盡有好食。
31489,,海陸,恁長个甘蔗，剁做四截，一儕分一截，還盡有好食。
31599,,海陸,恁長个甘蔗，剁做四截，一儕分一截，還盡有好食。
31705,,海陸,恁長个甘蔗，剁做四截，一儕分一截，還盡有好食。
31811,,海陸,恁長个甘蔗，剁做四截，一儕分一截，還盡有好食。
31918,,海陸,恁長个甘蔗，剁做四截，一儕分一截，還盡有好食。
7559,,海陸,恁重要个事情，你仰無通知大家？
6370,,海陸,恁冤枉！這領衫仰會恁貴？
30107,,海陸,恁敗勢，做細生日仔還打若所費。
4047,,海陸,恁細仔就近視戴目鏡，驚怕會緊來緊深。
6602,,海陸,恁無堵好！阿良佢歸家人出國去尞咧。
34274,,海陸,恁無彩，摎人去鬥鬧熱。
34375,,海陸,恁無彩，摎人去鬥鬧熱。
34475,,海陸,恁無彩，摎人去鬥鬧熱。
34575,,海陸,恁無彩，摎人去鬥鬧熱。
34673,,海陸,恁無彩，摎人去鬥鬧熱。
6905,,海陸,恁無閒，還毋來𢯭兜凳仔。
7015,,海陸,恁貴！搶人係無？
7093,,海陸,恁暗咧！好睡咧！
36292,,海陸,恁暗咧你還愛去哪？天光正去哪！
6289,,海陸,恁會摸，毋驚赴毋著係無？
4727,,海陸,恁樣做事情忒隨便咧。
6835,,海陸,恁樣就當會哩！
4032,,海陸,恁熱，出去晒日頭會翕著。
5803,,海陸,恁熱个天，先在樹下敨涼一下正行，好無？
6002,,海陸,恁熱个天時，魚仔毋食釣。
5529,,海陸,恁熱个天時毋開冷氣，身體翕壞無較贏。
28282,,海陸,恁靚个果子（水果），一百個銀三斤，實在又靚又便宜，做得買加兜。
5750,,海陸,恁靚个草坪，毋好落去躪。
5373,,海陸,恁靚个貨，會墊錢乜愛買。
6091,,海陸,恁闊个位所分佢起屋，灶下做到狹膣狹蹶，轉身就毋得，實在還無結煞。
6445,,海陸,恁簡單个道理，三歲子乜知。
36974,,海陸,恭喜發財！
28498,,海陸,拳頭毋打笑你个人。
28497,,海陸,拳頭毋打笑面人。
7184,,海陸,拿垤布仔來抺桌仔。
4397,,海陸,拿垤枋仔隔開來。
4442,,海陸,拿畚斗摎垃圾抔出去。
4222,,海陸,拿釘書機釘起來。
7058,,海陸,拿盒仔張等。
4598,,海陸,拿著麼个好處？
7274,,海陸,拿碗公來張湯。
4434,,海陸,拿糊黏核。
7248,,海陸,拿樵來燒火。
6692,,海陸,捉狗轉來畜。
39075,,海陸,捉魚仔
5856,,海陸,捉雞子該下，雞嫲會觜人。
4931,,海陸,捉雞仔佢當熟絡。
4285,,海陸,捏人當痛。
6920,,海陸,時間吂到就緊追，緊張麼个？
4557,,海陸,時間赴毋掣。
28346,,海陸,時間恁及，高不將拜託佢續等做。
28438,,海陸,時間恁及，高不將拜託佢續等做。
28534,,海陸,時間恁及，高不將拜託佢續等做。
28626,,海陸,時間恁及，高不將拜託佢續等做。
28719,,海陸,時間恁及，高不將拜託佢續等做。
5922,,海陸,時間堵好卡著，阿爸無法度來學校開會。
4987,,海陸,時間當多，你做你放勢搞。
7600,,海陸,時間算到堵堵好。
7324,,海陸,時間還當多，你毋使急！
6812,,海陸,時間還罅，你做你安心食。
28345,,海陸,時間雖然盡逼，無人吩咐，佢照常續等犁田。
28437,,海陸,時間雖然盡逼，無人吩咐，佢照常續等犁田。
28533,,海陸,時間雖然盡逼，無人吩咐，佢照常續等犁田。
28625,,海陸,時間雖然盡逼，無人吩咐，佢照常續等犁田。
28718,,海陸,時間雖然盡逼，無人吩咐，佢照常續等犁田。
5161,,海陸,時鐘个電池無電咧。
4460,,海陸,時鐘吊等，一落門就看得著。
4205,,海陸,時鐘剝下來鬥電池。
31402,,海陸,晒過个被骨蓋著較燒暖。
34240,,海陸,晒過个被骨蓋著較燒暖。
34341,,海陸,晒過个被骨蓋著較燒暖。
34441,,海陸,晒過个被骨蓋著較燒暖。
34541,,海陸,晒過个被骨蓋著較燒暖。
34641,,海陸,晒過个被骨蓋著較燒暖。
4256,,海陸,書合起來。
5477,,海陸,書肚个圖片印到當靚。
5120,,海陸,書店敢有賣這本書？
34522,,海陸,書店還買得著《弟子規》這本書。
5230,,海陸,書架做加兩架。
7149,,海陸,書桌下有兩隻球仔。
6918,,海陸,根據政府个公告，韶早放尞。
28634,,海陸,根據醫學研究，人做毋得在當烈个日頭下，做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。故所，摎伯姆講，愛話阿伯毋好透當晝去
28354,,海陸,根據醫學研究，人做毋得在當烈个日頭下，做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。故所，摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
28446,,海陸,根據醫學研究，人做毋得在當烈个日頭下，做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。故所，摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
28542,,海陸,根據醫學研究，人做毋得在當烈个日頭下，做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。故所，摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
28727,,海陸,根據醫學研究，人做毋得在當烈个日頭下，做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。故所，摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
30179,60.0,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，摎伯姆講，愛話阿伯：毋好透當晝去巡田
29912,60.0,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，摎伯姆講，愛話阿伯：毋好透當晝去巡田水；摎佢講：毋好試著自家當砸，各種怪病斯專門尋這種人喔！
30001,60.0,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，摎伯姆講，愛話阿伯：毋好透當晝去巡田水；摎佢講：毋好試著自家當砸，各種怪病斯專門尋這種人喔！
30090,60.0,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，摎伯姆講，愛話阿伯：毋好透當晝去巡田水；摎佢講：毋好試著自家當砸，各種怪病斯專門尋這種人喔！
26807,,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，𠊎摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
26900,,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，𠊎摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
26995,,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，𠊎摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
27089,,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，𠊎摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
25426,,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，𠊎摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
25558,,海陸,根據醫學研究，人做毋得在當烈个日頭下做事做忒久，無斯毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，𠊎摎伯姆講，愛話阿伯毋好透當晝去巡田水。摎佢講，毋好試著自家當砸磳，各種怪病斯專門尋這種人喔。
29846,,海陸,桃園龍潭个地豆糖已好食，當多人買來送禮/做等路。
29935,,海陸,桃園龍潭个地豆糖已好食，當多人買來送禮/做等路。
30024,,海陸,桃園龍潭个地豆糖已好食，當多人買來送禮/做等路。
30113,,海陸,桃園龍潭个地豆糖已好食，當多人買來送禮/做等路。
6989,,海陸,桌仔當油，愛抺抺啊！
6517,,海陸,桌仔擺毋著向咧，有拖箱該片愛向轉來正著。
7031,,海陸,桌頂个書毋知分麼儕偷去。
5490,,海陸,桌頂个資料拿分𠊎。
5085,,海陸,氣象講中部會落大水。
5007,,海陸,海外乜有客人，有兜還會講客話。
36589,,海陸,海肚有一種魚仔，安到墨斗魚，佢會噴出墨汁將海水變烏，所以又安到烏賊。有一日，一隻墨斗魚在海脣遊尞，佢驚別儕看著佢，就噴出墨汁摎自家囥起來，佢認為這係保護自家最好个辦法。有一隻海鳥看著一片烏疏滴溚个海水，感覺當奇怪，就認真看，發現墨水底下有魚仔，就躍下去，將該隻墨斗魚挾起來，飽食一餐。可憐這墨斗魚，總知好用噴墨汁个辦法來隱身，無想著愛仰般提防海鳥个疑狐，結果嗄敗露身份，分海鳥捉去做飯餐，奈何！
4802,,海陸,海軍會在船頂。
5791,,海陸,海脣風恁大，你又講無停，係食著海風，轉去會失聲。
7103,,海陸,海脣搞沙仔。
5946,,海陸,消防隊收著一竇油籮蜂，蜂仔全部拿來浸酒。
4381,,海陸,烏天暗地，像會落水樣。
6921,,海陸,烏蠅追就追毋走，還得人惱。
7693,,海陸,班町恁多人，佢最乖。
7652,,海陸,班町儕儕就當牛，尤其係佢。
7545,,海陸,班肚斯一個細阿哥仔。
5109,,海陸,琉球一旦就係中國个土地。
7164,,海陸,留下來食晝好無？
4452,,海陸,留張紙條仔分阿姆放心。
38839,,海陸,—留得青山在，毋驚無樵燒﹔今年毋好過，還有明年！
7735,,海陸,留該一息半息做麼个？做下煮忒佢。
26760,,海陸,畜个狗大到像豬仔樣。
26666,,海陸,畜个狗仔大到像豬樣。
26852,,海陸,畜个狗仔大到像豬樣。
26947,,海陸,畜个狗仔大到像豬樣。
27041,,海陸,畜个狗仔大到像豬樣。
26665,,海陸,畜个豬仔像狗樣。
26759,,海陸,畜个豬仔像狗樣。
26851,,海陸,畜个豬仔像狗樣。
26946,,海陸,畜个豬仔像狗樣。
27040,,海陸,畜个豬仔像狗樣。
7596,,海陸,盎仔肚插等當靚个花。
6762,,海陸,盎仔插等一蕊花。
28679,,海陸,真金毋怕火煉，一定會重見光明。
4294,,海陸,眠帳裡肚拔蚊仔。
28611,,海陸,破樵愛力頭飽，後生人做最適當。
28612,,海陸,破樵愛目珠利看得清楚，後生人正奈得何。
4960,,海陸,祝福你平安順序。
6652,,海陸,秤仔摎秤鉈係一付一當个，少一樣就做毋得。
4325,,海陸,秧仔正𢲴無久，堵著寒流嗄死淨淨。
28499,,海陸,笑面人毋會儘採使拳頭。
28500,,海陸,笑容做得化解暴力。
5878,,海陸,粄挾起來係會牽絲，就係壞忒咧。
4103,,海陸,粄條滴一息酸醋盡合味。
26720,,海陸,粄圓嫂講个「白鶴仔」係麼个？粄圓。
7949,,海陸,粉牌吂捽淨，過捽一下。
7950,,海陸,粉牌恁屙糟，粉捽仔拿來捽淨。
5416,,海陸,粉筆毋見忒。
6649,,海陸,紙炮買兩頓轉。
4309,,海陸,紙袋仔驚塌底，下頭手愛托等。
34220,,海陸,紙鷂仔飛到半天高，老弟老妹看到緊搭手／拍手。
36295,,海陸,紡織業越/緊來越/緊進步，底衫仔个質料緊做緊幼。
6187,,海陸,索仔毋耐當。
7905,,海陸,耕田人煞猛耕田。
7906,,海陸,耕田愛照節氣來做事。
5381,,海陸,耕種人愛自家委秧。
36067,,海陸,耕種人當辛苦，有日無夜，做到兩頭烏。
36126,,海陸,耕種人當辛苦，有日無夜，做到兩頭烏。
36186,,海陸,耕種人當辛苦，有日無夜，做到兩頭烏。
36247,,海陸,耕種人當辛苦，有日無夜，做到兩頭烏。
36306,,海陸,耕種人當辛苦，有日無夜，做到兩頭烏。
31601,,海陸,耕種人當辛苦，無日無夜，做到兩頭烏。
31920,,海陸,耕種人當辛苦，無日無夜，做到兩頭烏。
31544,,海陸,臭餿冷飯容易食，冷言冷語難入耳。
31541,,海陸,臭餿冷飯容易食，冷言冷語難落肚。
31545,,海陸,臭餿冷飯燉燒來正食，冷言冷語愛吞落肚。
